TOTAL REWARD,TILT,CRASH,GOAL,DISTANCEN_STEPS,DONE,ERRORE
-2.3058475128721425,-0.06342871575749587,0,0,-0.026541764234700525,87,False,2.6541764234700524
-2.3323715422383327,-0.03994459331843757,0,0,-0.026524029366190142,88,False,2.6524029366190143
-2.3588967586377256,-0.05498384351701206,0,0,-0.026525216399393044,89,False,2.6525216399393043
-2.385424645818679,-0.051833969101389064,0,0,-0.026527887180953516,90,False,2.6527887180953518
-2.411952353605368,-0.06043335144194953,0,0,-0.02652770778668903,91,False,2.652770778668903
-2.438484732223441,-0.003024375634219943,0,0,-0.026532378618073046,92,False,2.6532378618073045
-2.465017445684451,-0.009013212244708848,0,0,-0.02653271346101022,93,False,2.6532713461010218
-2.4915617411774735,-0.040756384537874245,0,0,-0.026544295493022202,94,False,2.65442954930222
-2.5181093094930764,-0.011880031950148731,0,0,-0.026547568315602815,95,False,2.6547568315602814
-2.544651732720261,-0.019393960827376617,0,0,-0.026542423227184544,96,False,2.6542423227184546
-2.5711927159288113,-0.028086910009273044,0,0,-0.02654098320855052,97,False,2.654098320855052
-2.5977208372405056,-0.033099710225641836,0,0,-0.026528121311694443,98,False,2.652812131169444
-2.6242399050735026,-0.060997086492873054,0,0,-0.026519067832997144,99,False,2.6519067832997143
-2.6507748306924364,-0.07659715958678087,0,0,-0.026534925618933888,100,False,2.6534925618933887
-2.6773298029212897,-0.035395899953017514,0,0,-0.026554972228853235,101,False,2.6554972228853235
-2.7038810286725217,-0.006783546730219569,0,0,-0.026551225751232015,102,False,2.6551225751232015
-2.7304237040587216,-0.008530005210356217,0,0,-0.0265426753861998,103,False,2.65426753861998
-2.7569672687608393,-0.008837231644556989,0,0,-0.02654356470211778,104,False,2.654356470211778
-2.7835018306144232,-0.02487315346646272,0,0,-0.026534561853584097,105,False,2.6534561853584098
-2.8100237048397716,-0.02958991448915155,0,0,-0.026521874225348397,106,False,2.6521874225348396
-2.8365324425655043,-0.024018718953947533,0,0,-0.026508737725732655,107,False,2.6508737725732656
-2.863032636836102,-0.07408483894899894,0,0,-0.026500194270597844,108,False,2.6500194270597843
-2.889500309101185,-0.02905671898876268,0,0,-0.026467672265083047,109,False,2.6467672265083046
-2.915944633756664,-0.07521487610675608,0,0,-0.026444324655478885,110,False,2.6444324655478884
-2.9423819996157894,-0.03263599974927281,0,0,-0.02643736585912515,111,False,2.643736585912515
-2.968845822021977,-0.04005587018938512,0,0,-0.026463822406187547,112,False,2.6463822406187547
-2.9953416117966354,-0.08387534086901707,0,0,-0.02649578977465843,113,False,2.649578977465843
-3.0218332446708995,-0.06875436515876676,0,0,-0.02649163287426404,114,False,2.649163287426404
-3.0483390225662435,-0.07293883149846297,0,0,-0.02650577789534407,115,False,2.650577789534407
-3.0748411387724484,-0.06753218644769791,0,0,-0.026502116206204716,116,False,2.6502116206204716
-3.1013344762518282,-0.05961330172067162,0,0,-0.026493337479379854,117,False,2.6493337479379853
-3.1278268001965754,-0.07049771115961975,0,0,-0.026492323944747414,118,False,2.6492323944747413
-3.154334079299842,-0.07630238429566034,0,0,-0.026507279103266848,119,False,2.650727910326685
-3.180879164939862,-0.10306323586571778,0,0,-0.026545085640019662,120,False,2.6545085640019663
-3.207433836709473,-0.040674225299326995,0,0,-0.026554671769610873,121,False,2.6554671769610874
-3.2339922010619904,-0.004714134401878236,0,0,-0.0265583643525176,122,False,2.65583643525176
-3.260557408302639,-0.023920266812781817,0,0,-0.026565207240648814,123,False,2.6565207240648814
-3.2871185759255335,-0.0020256485388392784,0,0,-0.02656116762289426,124,False,2.656116762289426
-3.313673167245488,-0.01574699124710477,0,0,-0.02655459131995483,125,False,2.655459131995483
-3.3402263162335672,-0.033375518208624715,0,0,-0.02655314898807907,126,False,2.655314898807907
-3.3667777116822184,-0.02183784178851097,0,0,-0.026551395448651337,127,False,2.6551395448651336
-3.3933324859132994,-0.012004634528303833,0,0,-0.02655477423108097,128,False,2.655477423108097
-3.4198877055322416,-0.011994237163951793,0,0,-0.02655521961894215,129,False,2.6555219618942147
-3.446442534966415,-0.015149639507067767,0,0,-0.02655482943417342,130,False,2.655482943417342
-3.472985331804586,-0.019912959470116773,0,0,-0.026542796838171245,131,False,2.6542796838171245
-3.4995271023706453,-0.015128953580264913,0,0,-0.02654177056605949,132,False,2.654177056605949
-3.52607144163448,-0.02083358630553345,0,0,-0.026544339263834548,133,False,2.654433926383455
-3.552607665294486,-0.03576498592016593,0,0,-0.0265362236600059,134,False,2.6536223660005898
-3.579132794652233,-0.01579842689086738,0,0,-0.026525129357747076,135,False,2.6525129357747077
-3.6056567687394523,-0.05008679891797043,0,0,-0.026523974087219567,136,False,2.652397408721957
-3.6321916111398944,-0.03640799878052924,0,0,-0.02653484240044226,137,False,2.653484240044226
-3.658742865928361,-0.0682911998575474,0,0,-0.026551254788466604,138,False,2.6551254788466605
-3.685276909913927,-0.04439132125686769,0,0,-0.02653404398556567,139,False,2.653404398556567
-3.711801556827341,-0.04962009207656995,0,0,-0.026524646913413986,140,False,2.6524646913413985
-3.7383187478110127,-0.027901654387036116,0,0,-0.026517190983671703,141,False,2.6517190983671703
-3.7648123916467005,-0.027042088866429396,0,0,-0.026493643835687548,142,False,2.649364383568755
-3.7912822845962912,-0.08398524624075976,0,0,-0.02646989294959093,143,False,2.6469892949590927
-3.817763434824284,-0.07598337880925743,0,0,-0.026481150227992578,144,False,2.648115022799258
-3.8442837924800357,-0.07707010937959204,0,0,-0.026520357655751826,145,False,2.6520357655751825
-3.8708672051280764,-0.09358969174137238,0,0,-0.026583412648040653,146,False,2.6583412648040654
-3.897456653897944,-0.013354029732182717,0,0,-0.026589448769867505,147,False,2.6589448769867503
-3.924043543931112,-0.02221121526057941,0,0,-0.026586890033167908,148,False,2.6586890033167907
-3.9506009968443765,-0.05332370455952601,0,0,-0.026557452913264522,149,False,2.6557452913264523
-3.9771149711420586,-0.09384292365005742,0,0,-0.026513974297682253,150,False,2.6513974297682252
-4.003581445840136,-0.04265096204589517,0,0,-0.02646647469807712,151,False,2.646647469807712
-4.030022302585962,-0.10681550496477987,0,0,-0.02644085674582598,152,False,2.644085674582598
-4.05645836729241,-0.014743907910622456,0,0,-0.026436064706447337,153,False,2.6436064706447335
-4.082913940477488,-0.041439083840734296,0,0,-0.02645557318507826,154,False,2.645557318507826
-4.1093864419693515,-0.057341508252694386,0,0,-0.02647250149186322,155,False,2.647250149186322
-4.135848550706298,-0.011845029244276394,0,0,-0.026462108736946433,156,False,2.6462108736946433
-4.162316377167597,-0.02096835541294864,0,0,-0.026467826461299637,157,False,2.6467826461299637
-4.188790968465815,-0.01540218471458251,0,0,-0.026474591298217883,158,False,2.6474591298217884
-4.215262637894753,-0.006922834733067091,0,0,-0.026471669428937673,159,False,2.6471669428937674
-4.241725736475211,-0.016085913683568483,0,0,-0.026463098580458286,160,False,2.6463098580458286
-4.268170988576598,-0.04030896817917033,0,0,-0.026445252101386724,161,False,2.6445252101386725
-4.2946011692105275,-0.05054390535293996,0,0,-0.026430180633929736,162,False,2.6430180633929736
-4.321041267611992,-0.033328137903207336,0,0,-0.026440098401465075,163,False,2.6440098401465075
-4.347515328604518,-0.07593107617413983,0,0,-0.026474060992525805,164,False,2.6474060992525805
-4.374008366138173,-0.06363131870993555,0,0,-0.02649303753365457,165,False,2.649303753365457
-4.4004846666203346,-0.01976716662170624,0,0,-0.026476300482161878,166,False,2.647630048216188
-4.426912019131542,-0.021571520172612327,0,0,-0.026427352511208077,167,False,2.6427352511208078
-4.453287711924895,-0.06602016914301984,0,0,-0.02637569279335267,168,False,2.637569279335267
-4.479645919071238,-0.023408069168710844,0,0,-0.026358207146343408,169,False,2.635820714634341
-4.506025219713279,-0.030459411379059623,0,0,-0.026379300642040925,170,False,2.6379300642040926
-4.5324505149228385,-0.08579149358087453,0,0,-0.026425295209559586,171,False,2.6425295209559585
-4.55891697898928,-0.116429504213404,0,0,-0.026466464066441008,172,False,2.6466464066441007
-4.58534774812531,-0.05808053767458955,0,0,-0.02643076913602995,173,False,2.6430769136029952
-4.61175665353636,-0.04059473848054579,0,0,-0.026408905411049878,174,False,2.6408905411049877
-4.638150290034244,-0.010208146105917514,0,0,-0.026393636497884537,175,False,2.6393636497884536
-4.664552130151605,-0.029036965393138155,0,0,-0.02640184011736013,176,False,2.640184011736013
-4.690984348993873,-0.052958998442790874,0,0,-0.02643221884226868,177,False,2.6432218842268678
-4.717437094132378,-0.014982938433762529,0,0,-0.026452745138504184,178,False,2.6452745138504183
-4.7438885189155275,-0.027109495287188243,0,0,-0.026451424783150133,179,False,2.6451424783150133
-4.770334793512781,-0.005255231591078193,0,0,-0.02644627459725348,180,False,2.6446274597253483
-4.796782175152342,-0.03473964764655294,0,0,-0.026447381639561302,181,False,2.6447381639561303
-4.82322417424436,-0.011398708939617565,0,0,-0.026441999092018293,182,False,2.6441999092018293
-4.849670711760639,-0.032353112255289945,0,0,-0.026446537516278366,183,False,2.644653751627837
-4.876114654559491,-0.04021852750313471,0,0,-0.026443942798852708,184,False,2.6443942798852706
-4.902536531714374,-0.03785359557542595,0,0,-0.02642187715488336,185,False,2.642187715488336
-4.928936624301309,-0.02155971876713216,0,0,-0.026400092586934095,186,False,2.6400092586934094
-4.955340623489456,-0.03320593700761005,0,0,-0.026403999188147096,187,False,2.6403999188147096
-4.981736251103859,-0.05890052781560205,0,0,-0.026395627614402707,188,False,2.6395627614402706
-5.008108106832411,-0.041970840980586344,0,0,-0.026371855728552475,189,False,2.6371855728552474
-5.0344856899137795,-0.0652867087550387,0,0,-0.026377583081368082,190,False,2.6377583081368083
-5.0608821716092525,-0.03971541503111354,0,0,-0.026396481695472585,191,False,2.6396481695472587
-5.087306368800147,-0.06650744720892582,0,0,-0.026424197190894408,192,False,2.6424197190894407
-5.113739575033046,-0.0033901538822177007,0,0,-0.0264332062328995,193,False,2.64332062328995
-5.140169466811701,-0.00714392824378508,0,0,-0.026429891778655033,194,False,2.6429891778655032
-5.166592289753284,-0.016575962917588366,0,0,-0.02642282294158319,195,False,2.642282294158319
-5.193017143168709,-0.010560314274629579,0,0,-0.026424853415424745,196,False,2.6424853415424745
-5.219400632728466,-0.016993319326223156,0,0,-0.02638348955975697,197,False,2.638348955975697
-5.245735860619264,-0.0540750809484475,0,0,-0.026335227890797022,198,False,2.633522789079702
-5.272050964124717,-0.008564571548598127,0,0,-0.026315103505453664,199,False,2.6315103505453665
-5.298377873272276,-0.045303705898937806,0,0,-0.026326909147558954,200,False,2.6326909147558952
-0.03875473603150473,-5.555343387223019e-12,0,0,-0.03875473603150473,1,False,3.875473603150473
-0.0775094720629758,-3.125726551701378e-13,0,0,-0.038754736031471074,2,False,3.8754736031471073
-0.11626372832587001,-0.0021244199906484736,0,0,-0.0387542562628942,3,False,3.87542562628942
-0.15501104250415657,-0.029386673857557118,0,0,-0.03874731417828656,4,False,3.874731417828656
-0.19374927715102722,-0.027104387688563877,0,0,-0.038738234646870644,5,False,3.873823464687064
-0.23249487153611,-0.03253384939858075,0,0,-0.0387455943850828,6,False,3.87455943850828
-0.2712431901326304,-0.02307257414105557,0,0,-0.03874831859652035,7,False,3.874831859652035
-0.30999327674584454,-0.016879450569619075,0,0,-0.03875008661321419,8,False,3.875008661321419
-0.3487432998780752,-0.0030163029481400025,0,0,-0.03875002313223064,9,False,3.8750023132230638
-0.3874925606645198,-0.007322977618801065,0,0,-0.03874926078644462,10,False,3.874926078644462
-0.42624087260281607,-0.020129589257164203,0,0,-0.03874831193829625,11,False,3.8748311938296247
-0.4649807992517936,-0.012239348257925622,0,0,-0.0387399266489775,12,False,3.8739926648977496
-0.5037189399574765,-0.018835997421782137,0,0,-0.03873814070568296,13,False,3.8738140705682964
-0.5424652416967879,-0.022951710076070594,0,0,-0.03874630173931135,14,False,3.8746301739311355
-0.5812152482546376,-0.011798495835094997,0,0,-0.03875000655784965,15,False,3.8750006557849654
-0.6199540128491318,-0.039175572333163544,0,0,-0.038738764594494185,16,False,3.873876459449418
-0.6586806914321056,-0.04180122910677779,0,0,-0.038726678582973864,17,False,3.8726678582973864
-0.6974108861849307,-0.009963834655407755,0,0,-0.03873019475282508,18,False,3.8730194752825082
-0.7361522523565551,-0.04742947862889885,0,0,-0.038741366171624415,19,False,3.8741366171624416
-0.7749001167624214,-0.002185001466741756,0,0,-0.03874786440586633,20,False,3.874786440586633
-0.8136445045368528,-0.01902953052339771,0,0,-0.03874438777443135,21,False,3.8744387774431353
-0.8523815925748358,-0.00879201439466819,0,0,-0.03873708803798307,22,False,3.873708803798307
-0.891115853864604,-0.003836970314343279,0,0,-0.038734261289768195,23,False,3.8734261289768193
-0.929861454383316,-0.05978617987297066,0,0,-0.038745600518712,24,False,3.8745600518712
-0.9685908303934703,-0.05443630031633669,0,0,-0.03872937601015423,25,False,3.8729376010154226
-1.0073096069048229,-0.02492785120219972,0,0,-0.03871877651135255,26,False,3.8718776511352546
-1.0460529029103882,-0.0524946504382112,0,0,-0.03874329600556525,27,False,3.8743296005565253
-1.0848009824697316,-0.03751632626236316,0,0,-0.03874807955934329,28,False,3.874807955934329
-1.1235401401266127,-0.044688223884721795,0,0,-0.03873915765688114,29,False,3.873915765688114
-1.1622730083766604,-0.02526430857229719,0,0,-0.03873286825004769,30,False,3.8732868250047687
-1.2010225793912648,-0.05723653032158529,0,0,-0.03874957101460444,31,False,3.874957101460444
-1.239770013085009,-0.015523339635054739,0,0,-0.03874743369374412,32,False,3.874743369374412
-1.2785128683463916,-0.02850146453582449,0,0,-0.0387428552613826,33,False,3.87428552613826
-1.3172570549735052,-0.012553439762930779,0,0,-0.03874418662711375,34,False,3.874418662711375
-1.3560077847307244,-0.05004273883644709,0,0,-0.038750729757219125,35,False,3.8750729757219124
-1.394749775059407,-0.007350607398487034,0,0,-0.03874199032868242,36,False,3.874199032868242
-1.4334899161817178,-0.04884824570327729,0,0,-0.0387401411223109,37,False,3.87401411223109
-1.4722366617009914,-0.02927666656015668,0,0,-0.038746745519273686,38,False,3.8746745519273684
-1.5109935909801038,-0.002815226705451104,0,0,-0.038756929279112284,39,False,3.8756929279112287
-1.5497438879638972,-0.028391233117492146,0,0,-0.03875029698379347,40,False,3.875029698379347
-1.5884793785490636,-0.005757765563123856,0,0,-0.03873549058516639,41,False,3.873549058516639
-1.6272229960520839,-0.04229421192902583,0,0,-0.0387436175030202,42,False,3.87436175030202
-1.6659611809237054,-0.02236415740977918,0,0,-0.03873818487162146,43,False,3.8738184871621457
-1.7046908314289821,-0.0369778731217345,0,0,-0.038729650505276846,44,False,3.8729650505276845
-1.7434135535396549,-0.026134287919393522,0,0,-0.038722722110672764,45,False,3.8722722110672767
-1.7821343997617791,-0.02309798103486843,0,0,-0.03872084622212417,46,False,3.872084622212417
-1.820887833341792,-0.0238753698081194,0,0,-0.03875343358001287,47,False,3.875343358001287
-1.8596396620415174,-0.011290801059852236,0,0,-0.03875182869972559,48,False,3.8751828699725595
-1.8983853058076994,-0.01810259262963934,0,0,-0.03874564376618189,49,False,3.874564376618189
-1.9371196259845753,-0.043158595632263645,0,0,-0.038734320176875975,50,False,3.8734320176875974
-1.9758503712278177,-0.01469953650388943,0,0,-0.03873074524324244,51,False,3.8730745243242435
-2.0145976513520676,-0.07676249303570366,0,0,-0.03874728012424971,52,False,3.874728012424971
-2.053347606394409,-0.04950225132633762,0,0,-0.03874995504234124,53,False,3.874995504234124
-2.0921006028535483,-0.04194049455524598,0,0,-0.03875299645913927,54,False,3.8752996459139273
-2.13085168892578,-0.010423769890716007,0,0,-0.03875108607223144,55,False,3.875108607223144
-2.169607335525207,-0.01612524255828245,0,0,-0.03875564659942701,56,False,3.875564659942701
-2.2083604760513893,-0.011706065159535572,0,0,-0.0387531405261823,57,False,3.8753140526182297
-2.2471177991909554,-0.02338041728757553,0,0,-0.03875732313956598,58,False,3.875732313956598
-2.2858782901305337,-0.0126399740344427,0,0,-0.03876049093957809,59,False,3.876049093957809
-2.324638589996695,-0.010919586506906522,0,0,-0.03876029986616123,60,False,3.8760299866161234
-2.3633971219885685,-0.02028268169083525,0,0,-0.03875853199187361,61,False,3.875853199187361
-2.4021484750766393,-0.018236819287828002,0,0,-0.03875135308807062,62,False,3.8751353088070624
-2.4409048996305795,-0.027856796479378575,0,0,-0.038756424553940405,63,False,3.8756424553940407
-2.4796654898138812,-0.000520268389044126,0,0,-0.038760590183301726,64,False,3.8760590183301726
-2.5184259630913535,-0.005579929177108879,0,0,-0.03876047327747232,65,False,3.8760473277472323
-2.557181724545252,-0.020146641618923752,0,0,-0.03875576145389857,66,False,3.875576145389857
-2.5959256280448675,-0.005941861115706842,0,0,-0.0387439034996153,67,False,3.8743903499615295
-2.634670601574981,-0.03846802462611381,0,0,-0.03874497353011321,68,False,3.874497353011321
-2.673424746155933,-0.03922146440442986,0,0,-0.03875414458095199,69,False,3.8754144580951992
-2.712165165369317,-0.019539405673375563,0,0,-0.03874041921338418,70,False,3.8740419213384176
-2.750901891661923,-0.06303065937295119,0,0,-0.03873672629260559,71,False,3.873672629260559
-2.789629918572482,-0.05572213672766304,0,0,-0.038728026910559536,72,False,3.872802691055954
-2.8283532993917584,-0.03289783474774183,0,0,-0.038723380819276135,73,False,3.872338081927613
-2.867080086341849,-0.02944530017810198,0,0,-0.03872678695009033,74,False,3.872678695009033
-2.905827314352119,-0.053661623087461204,0,0,-0.03874722801026987,75,False,3.874722801026987
-2.944568882222157,-0.02938231867767955,0,0,-0.03874156787003793,76,False,3.8741567870037925
-2.9833122779902412,-0.0005317468744167586,0,0,-0.03874339576808427,77,False,3.8743395768084268
-3.0220567812729646,-0.026716234104504404,0,0,-0.03874450328272328,78,False,3.874450328272328
-3.0607875507727953,-0.02104110420029803,0,0,-0.03873076949983052,79,False,3.873076949983052
-3.0995114529763086,-0.006365360077334902,0,0,-0.0387239022035131,80,False,3.8723902203513103
-3.1382514124833207,-0.043977606703717594,0,0,-0.03873995950701205,81,False,3.8739959507012047
-3.1769912565493597,-0.006239155698366257,0,0,-0.03873984406603873,82,False,3.8739844066038733
-3.2157301821257445,-0.015188770596702783,0,0,-0.0387389255763846,83,False,3.87389255763846
-3.2544609383486893,-0.015963787046222564,0,0,-0.03873075622294488,84,False,3.873075622294488
-3.293189942551685,-0.06597687628499445,0,0,-0.03872900420299565,85,False,3.872900420299565
-3.331914623337027,-0.03867798682913043,0,0,-0.038724680785342164,86,False,3.872468078534216
-3.3706321791179437,-0.061418845151526624,0,0,-0.038717555780916395,87,False,3.8717555780916397
-3.4093549356478556,-0.07479528844371909,0,0,-0.03872275652991208,88,False,3.872275652991208
-3.4480702045839227,-0.01940833388746624,0,0,-0.03871526893606705,89,False,3.871526893606705
-3.4867831214219365,-0.03670571653007733,0,0,-0.038712916838013624,90,False,3.8712916838013625
-3.5255093399402635,-0.07174673123793676,0,0,-0.03872621851832692,91,False,3.8726218518326925
-3.564227176080867,-0.06408645003806729,0,0,-0.03871783614060348,92,False,3.8717836140603477
-3.602932652118615,-0.013683952000541417,0,0,-0.038705476037747884,93,False,3.870547603774788
-3.641635119038353,-0.02113985897276796,0,0,-0.038702466919737784,94,False,3.8702466919737786
-3.6803401189301286,-0.0360712401550638,0,0,-0.038704999891775616,95,False,3.8704999891775613
-3.7190578087994783,-0.012611659034747513,0,0,-0.03871768986934967,96,False,3.8717689869349665
-3.7577691780436644,-0.010945941888505346,0,0,-0.03871136924418618,97,False,3.871136924418618
-3.7964856094592436,-0.028416943409352018,0,0,-0.038716431415579414,98,False,3.8716431415579415
-3.8351944758499266,-0.02098364293206697,0,0,-0.038708866390682946,99,False,3.8708866390682948
-3.8738913583195256,-0.018280204315335075,0,0,-0.03869688246959918,100,False,3.869688246959918
-3.9125889871511426,-0.043798427531114424,0,0,-0.03869762883161717,101,False,3.869762883161717
-3.9513022578245085,-0.012664932927780839,0,0,-0.038713270673365906,102,False,3.8713270673365905
-3.990014609540494,-0.013726240686314947,0,0,-0.03871235171598534,103,False,3.871235171598534
-4.028728136707842,-0.022716654828581862,0,0,-0.03871352716734774,104,False,3.8713527167347737
-4.067431111034185,-0.013378510105643615,0,0,-0.03870297432634389,105,False,3.870297432634389
-4.106136727504404,-0.059529358756808724,0,0,-0.03870561647021847,106,False,3.8705616470218467
-4.144840917691047,-0.008482377034854228,0,0,-0.03870419018664318,107,False,3.870419018664318
-4.183545219046026,-0.014240197230803489,0,0,-0.03870430135497914,108,False,3.870430135497914
-4.2222511916901295,-0.012716499096214154,0,0,-0.038705972644102846,109,False,3.870597264410285
-4.260950938257787,-0.04909412638434654,0,0,-0.038699746567657664,110,False,3.8699746567657662
-4.299653481802631,-0.042285277484145053,0,0,-0.03870254354484363,111,False,3.870254354484363
-4.338362009007511,-0.009673297471155366,0,0,-0.038708527204880355,112,False,3.8708527204880356
-4.377073557115022,-0.01932493064387563,0,0,-0.03871154810751067,113,False,3.8711548107510674
-4.415778092968498,-0.004094651167946256,0,0,-0.03870453585347652,114,False,3.8704535853476516
-4.454483720945691,-0.01347926408885885,0,0,-0.0387056279771932,115,False,3.87056279771932
-4.493186843564491,-0.008500249119493455,0,0,-0.03870312261879935,116,False,3.8703122618799353
-4.5318924284957,-0.013904203902986785,0,0,-0.038705584931209874,117,False,3.8705584931209875
-4.570596401203588,-0.03621378305275374,0,0,-0.03870397270788713,118,False,3.8703972707887124
-4.609291515441929,-0.012198846789181492,0,0,-0.038695114238341,119,False,3.8695114238341
-4.647989495279865,-0.051819612532740984,0,0,-0.03869797983793624,120,False,3.869797983793624
-4.686678229343754,-0.006675869661248313,0,0,-0.038688734063889244,121,False,3.8688734063889245
-4.725379891513291,-0.08756668128745045,0,0,-0.03870166216953638,122,False,3.8701662169536384
-4.764076909479901,-0.013339952815454548,0,0,-0.038697017966610084,123,False,3.8697017966610083
-4.802770750486484,-0.024885477353303924,0,0,-0.03869384100658289,124,False,3.869384100658289
-4.841455962165988,-0.01262615330055582,0,0,-0.0386852116795029,125,False,3.86852116795029
-4.880143978160493,-0.042048824338810104,0,0,-0.03868801599450609,126,False,3.8688015994506086
-4.91884149002202,-0.013650305912281174,0,0,-0.03869751186152615,127,False,3.869751186152615
-4.957534423148807,-0.00462911078681114,0,0,-0.03869293312678731,128,False,3.869293312678731
-4.996225231542755,-0.00816382928461984,0,0,-0.03869080839394699,129,False,3.8690808393946994
-5.034916480126253,-0.02936881894109156,0,0,-0.038691248583498795,130,False,3.8691248583498794
-5.073613417921039,-0.01313110862856264,0,0,-0.03869693779478603,131,False,3.8696937794786033
-5.112309101540843,-0.02259344944282763,0,0,-0.038695683619804265,132,False,3.8695683619804266
-5.151005140810859,-0.02527687550257227,0,0,-0.038696039270015664,133,False,3.8696039270015667
-5.189697575733774,-0.007820921289314484,0,0,-0.038692434922915436,134,False,3.869243492291544
-5.228390847313875,-0.04732886076084563,0,0,-0.03869327158010106,135,False,3.8693271580101056
-5.267080189762563,-0.032316927224544156,0,0,-0.03868934244868814,136,False,3.8689342448688135
-5.305771312402382,-0.018900588981526256,0,0,-0.038691122639819414,137,False,3.869112263981941
-5.34446858593264,-0.046895271181927795,0,0,-0.03869727353025809,138,False,3.869727353025809
-5.383157391361937,-0.041960660836716096,0,0,-0.03868880542929706,139,False,3.8688805429297064
-5.4218477688472095,-0.022952128188982332,0,0,-0.03869037748527201,140,False,3.8690377485272007
-5.460542928904686,-0.06199342345482356,0,0,-0.038695160057475884,141,False,3.869516005747588
-5.499231619085159,-0.05750799821680675,0,0,-0.03868869018047348,142,False,3.868869018047348
-5.537922243029419,-0.034916853704132604,0,0,-0.038690623944259296,143,False,3.8690623944259297
-5.576626382085211,-0.04385148000172015,0,0,-0.03870413905579214,144,False,3.870413905579214
-5.615323551478694,-0.003892277609678131,0,0,-0.038697169393483104,145,False,3.8697169393483106
-5.654022963157289,-0.008707504720658227,0,0,-0.03869941167859559,146,False,3.8699411678595594
-5.692716932126314,-0.013716618173869438,0,0,-0.03869396896902453,147,False,3.869396896902453
-5.731411717549451,-0.06075522267852082,0,0,-0.03869478542313699,148,False,3.8694785423136993
-5.770097649653322,-0.015736401293631814,0,0,-0.038685932103871334,149,False,3.8685932103871337
-5.808790973218603,-0.034292949983247674,0,0,-0.03869332356528027,150,False,3.869332356528027
-5.847481096705796,-0.0024172886579695474,0,0,-0.038690123487194035,151,False,3.8690123487194032
-5.886168480956355,-0.021128323908457453,0,0,-0.038687384250558864,152,False,3.868738425055886
-5.924861341989582,-0.058575315857327545,0,0,-0.038692861033227416,153,False,3.8692861033227413
-5.963559995913063,-0.03348150708818821,0,0,-0.03869865392348051,154,False,3.8698653923480504
-6.002258958887497,-0.00530573037073615,0,0,-0.03869896297443386,155,False,3.869896297443386
-6.040958840719198,-0.0073371970905669525,0,0,-0.03869988183170123,156,False,3.8699881831701224
-6.079655689022984,-0.010529154381393355,0,0,-0.03869684830378585,157,False,3.869684830378585
-6.118353706505197,-0.00659506609351427,0,0,-0.03869801748221322,158,False,3.869801748221322
-6.1570515152024585,-0.007932954693738883,0,0,-0.0386978086972611,159,False,3.8697808697261102
-6.195750131815792,-0.0034162230498733827,0,0,-0.03869861661333405,160,False,3.8698616613334047
-6.234448181096081,-0.003196026518626657,0,0,-0.03869804928028846,161,False,3.8698049280288456
-6.273141211847361,-0.015085741763198247,0,0,-0.038693030751279875,162,False,3.8693030751279873
-6.3118348450059445,-0.0034412611598502096,0,0,-0.03869363315858342,163,False,3.8693633158583425
-6.3505271025218235,-0.0023350021001424365,0,0,-0.03869225751587871,164,False,3.869225751587871
-6.389217806888679,-0.02325886504871286,0,0,-0.038690704366855455,165,False,3.8690704366855453
-6.427913739445266,-0.04133915993747236,0,0,-0.03869593255658712,166,False,3.8695932556587116
-6.466610079347921,-0.005262692221389594,0,0,-0.03869633990265536,167,False,3.8696339902655366
-6.505308597585769,-0.017573496848967987,0,0,-0.038698518237847854,168,False,3.8698518237847854
-6.543999047710975,-0.002747785818189438,0,0,-0.03869045012520651,169,False,3.8690450125206515
-6.582693883714382,-0.019439029121276857,0,0,-0.03869483600340665,170,False,3.8694836003406654
-6.62139039055265,-0.022547348798065595,0,0,-0.03869650683826769,171,False,3.869650683826769
-6.660076136192211,-0.018517593481871885,0,0,-0.03868574563956213,172,False,3.868574563956213
-6.698757086058907,-0.04182230671191685,0,0,-0.038680949866696145,173,False,3.868094986669614
-6.737436338827493,-0.010486270041378762,0,0,-0.03867925276858553,174,False,3.8679252768585535
-6.77611199604631,-0.05761136388416427,0,0,-0.03867565721881644,175,False,3.867565721881644
-6.814785501004374,-0.0175710271851864,0,0,-0.03867350495806378,176,False,3.867350495806378
-6.853473041625847,-0.04545262494075714,0,0,-0.0386875406214737,177,False,3.86875406214737
-6.892160234424225,-0.030350764125907828,0,0,-0.03868719279837864,178,False,3.8687192798378645
-6.930839123503338,-0.008065514202975577,0,0,-0.03867888907911277,179,False,3.867888907911277
-6.969521522924935,-0.07264206023157337,0,0,-0.038682399421596354,180,False,3.8682399421596356
-7.008210229956164,-0.0592714064295428,0,0,-0.03868870703122962,181,False,3.868870703122962
-7.046895240320946,-0.006283585600054776,0,0,-0.038685010364782266,182,False,3.868501036478227
-7.085579068010697,-0.05114110339825088,0,0,-0.03868382768975009,183,False,3.868382768975009
-7.124252712598776,-0.04320326314346857,0,0,-0.03867364458807907,184,False,3.8673644588079075
-7.162920970386619,-0.061528370376768574,0,0,-0.038668257787843274,185,False,3.866825778784327
-7.201587354233714,-0.038893975857084366,0,0,-0.03866638384709572,186,False,3.8666383847095718
-7.240271643098834,-0.0528334782480015,0,0,-0.038684288865118995,187,False,3.8684288865118996
-7.2789551437987505,-0.010359161727972525,0,0,-0.038683500699916704,188,False,3.86835006999167
-7.317638345578759,-0.013451488023974164,0,0,-0.038683201780008065,189,False,3.8683201780008063
