Wall time,Step,Value
1686072280.830783,800,200.0
1686080045.1384387,1600,200.0
1686080089.5980625,2400,200.0
1686080133.1163788,3200,200.0
1686080177.1785731,4000,200.0
1686080222.4533484,4800,200.0
1686080267.6162903,5600,200.0
1686080313.017193,6400,200.0
1686080359.3988276,7200,200.0
1686080404.1710246,8000,200.0
1686080449.6672463,8800,200.0
1686080496.2996948,9600,200.0
1686080543.391169,10400,200.0
1686080590.6917741,11200,200.0
1686080636.9965777,12000,200.0
1686080684.5607502,12800,200.0
1686080732.4499965,13600,200.0
1686080779.343239,14400,200.0
1686080829.762576,15200,200.0
1686080878.6871738,16000,200.0
1686080926.6328862,16800,200.0
1686080975.4484377,17600,200.0
1686081026.7684877,18400,200.0
1686081076.0755138,19200,200.0
1686081127.1670473,20000,200.0
1686081176.911398,20800,200.0
1686081226.8165786,21600,200.0
1686081276.962912,22400,200.0
1686081328.1682951,23200,200.0
1686081380.133837,24000,200.0
1686081430.024226,24800,200.0
1686081479.985977,25600,200.0
1686081529.7391953,26400,200.0
1686081578.0340183,27200,200.0
1686081626.514037,28000,200.0
1686081676.300866,28800,200.0
1686081725.949767,29600,200.0
1686081774.5968304,30400,200.0
1686081822.940685,31200,200.0
1686081872.0120363,32000,200.0
1686081922.5004327,32800,200.0
1686081972.7033203,33600,200.0
1686082021.995686,34400,200.0
1686082070.8777676,35200,200.0
1686082120.3873026,36000,200.0
1686082170.0348763,36800,200.0
1686082219.8583603,37600,200.0
1686082269.0443115,38400,200.0
1686082317.005187,39200,200.0
1686082366.1046247,40000,200.0
1686082415.1872735,40800,200.0
1686082464.7992904,41600,200.0
1686082512.7257288,42400,200.0
1686082563.4936795,43200,200.0
1686082615.4350982,44000,200.0
1686082665.2960258,44800,200.0
1686082715.243771,45600,200.0
1686082765.0122664,46400,200.0
1686082815.0066295,47200,200.0
1686082864.6014798,48000,200.0
1686082914.7122972,48800,200.0
1686082963.0088494,49600,200.0
1686083013.1833062,50400,200.0
1686083063.2047992,51200,200.0
1686083105.3486931,51880,198.8000030517578
1686083154.185309,52680,198.8000030517578
1686083204.75503,53480,198.8000030517578
1686083255.1871805,54280,198.8000030517578
1686083304.6830704,55080,198.8000030517578
1686083354.980753,55880,198.8000030517578
1686083405.2433057,56680,198.8000030517578
1686083454.4556968,57480,198.8000030517578
1686083505.9115443,58280,198.8000030517578
1686083558.0943265,59080,198.8000030517578
1686083610.5590906,59880,198.8000030517578
1686083662.5227294,60680,198.8000030517578
1686083714.0920103,61480,198.8000030517578
1686083766.214903,62280,198.8000030517578
1686083819.5042431,63080,198.8000030517578
1686083874.141829,63880,198.8000030517578
1686083930.4888694,64680,198.8000030517578
1686083985.7763124,65480,198.8000030517578
1686084042.4482675,66280,198.8000030517578
1686084089.5685377,66967,197.6699981689453
1686084144.6693153,67767,197.6699981689453
1686084198.9467263,68567,197.6699981689453
