Wall time,Step,Value
1685548053.0912282,800,-6.96261739730835
1685548096.7473717,1600,-6.5422749519348145
1685548141.4415722,2400,-6.544845104217529
1685548186.2843986,3200,-7.181684970855713
1685548231.1965733,4000,-6.667209625244141
1685548277.995878,4800,-6.216103553771973
1685548326.7278872,5600,-6.18100643157959
1685548374.2706487,6400,-6.377594947814941
1685548421.5621629,7200,-6.2526068687438965
1685548468.7604604,8000,-6.1316237449646
1685548516.5808005,8800,-6.115229606628418
1685548564.606259,9600,-6.017494201660156
1685548613.0418117,10400,-5.930195331573486
1685548660.9889507,11200,-5.9651336669921875
1685548708.5340793,12000,-6.0197672843933105
1685548756.4538496,12800,-6.121832847595215
1685548805.1170924,13600,-6.091079235076904
1685548853.200693,14400,-6.067248344421387
1685548900.8074226,15200,-6.0192060470581055
1685548948.620457,16000,-5.8983378410339355
1685548996.812015,16800,-5.7507123947143555
1685549044.2613807,17600,-5.646888732910156
1685549094.6190734,18400,-5.528614521026611
1685549142.7400727,19200,-5.4526214599609375
1685549182.5977802,19873,-4.395070552825928
1685549229.7138016,20673,-4.265963554382324
1685549277.0531912,21473,-4.335594654083252
1685549324.4982157,22273,-4.3345770835876465
1685549364.36199,22923,-3.183211326599121
1685549410.9161024,23723,-3.267796754837036
1685549448.7816546,24355,-2.3450043201446533
1685549495.86353,25155,-2.388339042663574
1685549544.5413995,25955,-2.2994916439056396
1685549591.9084032,26755,-2.330723762512207
1685549638.9749966,27555,-2.3482890129089355
1685549686.1529362,28355,-2.34197998046875
1685549733.6768768,29155,-2.3667538166046143
1685549781.5115788,29955,-2.383842945098877
1685549829.3599286,30755,-2.3269314765930176
1685549877.3179011,31555,-2.1949844360351562
1685549924.8810134,32355,-2.0891318321228027
1685549972.4918647,33155,-1.967160701751709
1685550019.6831799,33955,-1.879245638847351
1685550066.8293493,34755,-1.836448311805725
1685550106.5435176,35430,-0.7859180569648743
1685550147.002972,36093,0.27340200543403625
1685550186.6219463,36782,1.2535344362258911
1685550219.4646306,37287,4.252950668334961
1685550246.4708235,37725,7.277428150177002
1685550278.2017384,38249,9.358331680297852
1685550310.900998,38794,11.387292861938477
1685550336.1571896,39211,15.643126487731934
1685550368.8965993,39752,18.823713302612305
1685550400.044138,40264,20.964981079101562
1685550431.2492914,40790,25.15648651123047
1685550468.9572794,41416,27.278175354003906
1685550494.1885207,41838,31.504718780517578
1685550521.680703,42288,35.642433166503906
1685550554.7373686,42842,38.804874420166016
1685550575.7865608,43188,42.96610641479492
1685550606.499935,43704,46.0865364074707
1685550637.821699,44220,49.17544937133789
1685550657.4012794,44542,53.33251190185547
1685550683.547033,44979,56.43680953979492
1685550708.6934223,45407,60.51529312133789
1685550744.8302531,46012,62.55634307861328
1685550768.7955842,46393,66.58778381347656
1685550795.1863933,46841,70.66324615478516
1685550823.04138,47294,74.75175476074219
1685550841.496093,47588,77.80240631103516
1685550864.7597685,47968,80.77975463867188
1685550889.3461576,48375,83.8714599609375
1685550908.8685677,48685,84.94236755371094
1685550926.0539784,48966,86.01847839355469
1685550950.0779774,49363,87.04234313964844
1685550970.9452426,49702,89.11882781982422
1685550993.1209774,50062,89.11666870117188
1685551022.8270223,50573,89.10150146484375
1685551059.5567663,51193,87.98101043701172
1685551082.484902,51565,88.0000228881836
1685551102.0995002,51876,89.05937957763672
1685551125.6241949,52271,89.04729461669922
1685551151.7717426,52711,89.05731964111328
1685551172.9354973,53053,90.08867645263672
1685551195.00569,53405,90.08753967285156
1685551215.9062264,53746,91.13739776611328
1685551236.0352032,54072,92.21805572509766
1685551257.6549044,54424,92.21514892578125
1685551277.0427198,54741,93.25857543945312
1685551297.481105,55061,93.27356719970703
1685551326.579558,55527,94.32413482666016
1685551348.0498524,55863,94.33895874023438
1685551372.3899488,56268,94.33304595947266
1685551393.7368042,56614,94.35517883300781
1685551426.9572275,57156,93.34848022460938
1685551449.8322496,57514,93.35704040527344
1685551473.8958313,57904,93.36338806152344
1685551496.128198,58265,93.35356140136719
1685551514.447544,58554,93.36096954345703
1685551540.745142,58989,93.36155700683594
1685551564.0102682,59382,93.34722137451172
1685551583.2960012,59681,93.36617279052734
1685551611.871204,60162,93.40160369873047
1685551638.2785985,60599,95.53616333007812
1685551661.0297694,60974,95.54559326171875
1685551682.2531774,61308,95.54139709472656
1685551703.658723,61653,95.55537414550781
1685551725.1008978,62004,95.57132720947266
1685551745.317709,62332,95.56045532226562
1685551772.8997529,62790,94.5623779296875
1685551792.4107194,63106,94.57557678222656
1685551813.6177685,63452,94.56322479248047
1685551838.0315287,63859,94.55785369873047
1685551861.646128,64245,94.54792022705078
1685551884.0985842,64616,94.52811431884766
1685551906.8390672,64993,95.57241821289062
1685551930.8059416,65389,95.56455993652344
1685551954.0153196,65773,95.55883026123047
1685551979.467256,66189,94.55622100830078
1685551999.6583989,66522,95.55013275146484
1685552021.8063176,66886,95.54965209960938
1685552049.4671593,67304,95.54383087158203
1685552069.935958,67637,95.54095458984375
1685552090.1216886,67957,95.52745056152344
1685552112.1413152,68318,95.50428009033203
1685552130.9865446,68622,95.50672149658203
1685552150.071142,68935,95.49175262451172
1685552179.4367747,69425,95.44515228271484
1685552199.4901032,69747,95.44256591796875
1685552219.7110493,70075,95.43648529052734
1685552238.4028268,70381,95.43970489501953
1685552259.5048814,70723,95.44050598144531
1685552279.4638,71053,95.43965911865234
1685552296.6589708,71325,95.45075225830078
1685552316.6600301,71652,96.45158386230469
1685552335.8203232,71968,96.4427261352539
1685552359.8613648,72362,95.43242645263672
1685552378.7760339,72674,95.44554138183594
1685552400.8508008,73038,95.45045471191406
1685552421.5614002,73377,95.45263671875
1685552442.7416582,73709,95.46182250976562
1685552467.0640762,74109,95.4734878540039
1685552490.1157806,74474,95.49517822265625
1685552516.1468506,74903,96.48941040039062
1685552537.6345701,75253,96.49408721923828
1685552560.775968,75634,96.49873352050781
1685552582.2768471,75983,96.50872802734375
1685552605.779251,76368,96.50950622558594
1685552626.6844993,76691,96.51634979248047
1685552648.57536,77019,96.54019165039062
1685552670.864787,77396,96.52980041503906
1685552696.7998977,77816,96.52686309814453
1685552717.1093364,78140,97.58316040039062
1685552735.8393986,78443,97.58848571777344
1685552756.3082006,78755,97.58738708496094
1685552776.8449235,79064,97.60414123535156
1685552799.841529,79421,97.59221649169922
1685552822.30475,79766,97.58773040771484
1685552845.4645324,80124,97.57003784179688
1685552875.4774454,80603,97.56031036376953
1685552900.5821545,81002,97.56217956542969
1685552920.37708,81313,98.58319091796875
1685552943.181179,81680,98.57308197021484
1685552966.0870106,82037,98.578857421875
1685552992.189379,82420,98.58320617675781
1685553014.1219215,82769,98.5831298828125
1685553035.8307204,83118,98.5768814086914
1685553060.6190922,83528,98.5699462890625
1685553083.1932993,83900,98.57919311523438
1685553111.1200879,84352,98.56285095214844
1685553132.0223315,84692,98.57767486572266
1685553152.59687,85024,98.5914535522461
1685553173.6128685,85372,98.6016616821289
1685553195.6126723,85738,98.5923843383789
1685553214.6036556,86041,98.59634399414062
1685553237.9675777,86432,98.59453582763672
1685553262.904529,86835,98.5950927734375
1685553283.7637205,87165,98.58512878417969
1685553305.0640464,87508,98.58662414550781
1685553325.840039,87841,98.58206939697266
1685553345.021365,88151,98.56800079345703
1685553366.4341533,88502,98.56842803955078
1685553386.7927127,88835,98.57781219482422
1685553407.7051787,89162,98.581298828125
1685553430.2110646,89532,98.58627319335938
1685553454.9748604,89942,98.56217193603516
1685553474.549948,90254,98.56505584716797
1685553495.1625104,90578,98.57441711425781
1685553515.879363,90913,98.56792449951172
1685553539.410201,91307,98.55558013916016
1685553565.6041126,91753,97.50370788574219
1685553585.711727,92070,97.50049591064453
1685553604.966385,92374,97.50782012939453
1685553623.2047217,92674,97.5099868774414
1685553644.3819628,93021,97.5144271850586
1685553663.389639,93319,97.51675415039062
1685553681.3389292,93612,97.51136016845703
1685553703.5382352,93976,97.49345397949219
1685553720.8740506,94259,97.5005874633789
1685553741.103815,94591,97.4904556274414
1685553757.49154,94854,97.51448059082031
1685553774.3652587,95123,97.53519439697266
1685553806.7688804,95680,96.47321319580078
1685553833.5129614,96116,95.40997314453125
1685553855.9319153,96474,95.40547943115234
1685553872.749937,96726,95.41709899902344
1685553892.9896338,97049,95.42487335205078
1685553909.2994986,97312,95.43850708007812
1685553936.2453997,97754,94.37109375
1685553963.7854843,98184,93.34593963623047
1685553982.5522902,98493,93.37342834472656
1685554001.1131594,98795,93.379150390625
1685554018.0527124,99070,93.3841781616211
1685554042.227393,99466,93.3738021850586
1685554063.9103947,99823,93.38263702392578
1685554083.2899432,100141,94.43355560302734
1685554105.1470046,100509,94.43053436279297
1685554123.755986,100815,94.43013000488281
1685554141.5867457,101102,94.43607330322266
1685554163.4419205,101467,94.4298095703125
1685554184.6616724,101820,94.40776062011719
1685554205.1472056,102160,94.40428924560547
1685554225.1799967,102485,94.41771697998047
1685554243.0496671,102769,94.41869354248047
1685554265.5286767,103142,94.4121322631836
1685554284.187889,103439,94.40365600585938
1685554307.60706,103830,94.36846923828125
1685554327.6643834,104158,95.43177795410156
1685554348.8188548,104513,96.48795318603516
1685554368.5501592,104833,96.49959564208984
1685554385.9164379,105118,96.49821472167969
1685554408.0793703,105487,96.4856185913086
1685554434.0298665,105926,96.45907592773438
1685554455.917055,106281,97.53545379638672
1685554474.4428294,106583,98.57430267333984
1685554493.7831595,106902,98.56068420410156
1685554517.111298,107283,98.54679870605469
1685554541.0614145,107681,98.52404022216797
1685554564.6734502,108063,98.5289077758789
1685554588.946074,108470,98.53440856933594
1685554610.4957294,108827,98.5324935913086
1685554627.4427965,109096,98.55366516113281
1685554645.521837,109389,98.56249237060547
1685554662.0976815,109655,98.56143951416016
1685554681.3124044,109966,98.57231903076172
1685554704.6162074,110324,98.57505798339844
1685554724.9488363,110653,98.56404876708984
1685554745.7212646,110992,98.54826354980469
1685554766.0254488,111312,98.5403060913086
1685554786.4158747,111646,98.5521469116211
1685554804.4065456,111939,98.56139373779297
1685554829.37651,112349,97.54695129394531
1685554850.0973716,112686,97.5487060546875
1685554871.4842267,113030,97.543212890625
1685554891.5511436,113363,97.54158020019531
1685554911.8403533,113687,97.53060150146484
1685554931.7615712,114006,97.54562377929688
1685554951.9694974,114330,97.54662322998047
1685554971.7752008,114650,97.54644012451172
1685554990.2614582,114948,97.53848266601562
1685555017.8113494,115422,96.48606872558594
1685555037.9143088,115734,96.49093627929688
1685555057.554779,116053,96.49998474121094
1685555074.8339593,116334,96.51427459716797
1685555095.4040432,116664,96.51007843017578
1685555116.9244845,117022,96.50241088867188
1685555141.1140137,117422,96.47516632080078
1685555162.223649,117764,96.4544906616211
1685555183.7801273,118114,96.4451675415039
1685555203.3017461,118430,96.4573745727539
1685555222.9996467,118753,96.46318054199219
1685555243.0141673,119067,96.46729278564453
1685555264.4444568,119412,96.4762191772461
1685555285.5867393,119758,96.46768951416016
1685555305.8808196,120088,96.46900177001953
1685555324.062312,120379,96.46842193603516
1685555344.429494,120712,97.49775695800781
1685555366.0580065,121068,97.48749542236328
1685555382.9992208,121339,97.51448822021484
1685555404.353949,121681,97.5112075805664
1685555426.8977742,122057,97.4955825805664
1685555447.0583928,122384,97.49786376953125
1685555464.9218955,122671,97.51529693603516
1685555484.2156487,122984,97.50975036621094
1685555506.4970186,123354,97.50775146484375
1685555527.9914699,123709,98.56105041503906
1685555547.678146,124032,98.5604248046875
1685555565.1532645,124317,98.57427978515625
1685555586.408994,124659,98.56060028076172
1685555605.9039314,124973,98.56781005859375
1685555627.1520731,125323,98.56634521484375
1685555645.3443992,125617,98.59607696533203
1685555666.9685347,125977,98.60000610351562
1685555687.2199113,126308,98.59056091308594
1685555706.3631527,126624,98.58243560791016
1685555728.5736737,126985,98.57588195800781
1685555748.6039543,127298,98.57943725585938
1685555768.8923335,127632,98.5781478881836
1685555789.2655787,127961,98.58592987060547
1685555809.5096416,128294,98.58271789550781
1685555826.9076288,128568,98.58656311035156
1685555851.9206395,128992,98.573974609375
1685555868.8012817,129260,98.59844970703125
1685555891.143856,129626,98.57196807861328
1685555911.695848,129960,98.56834411621094
1685555932.5812786,130305,98.58111572265625
1685555950.934589,130597,98.58960723876953
1685555973.0709672,130968,98.57471466064453
1685555992.0526154,131275,98.58805084228516
1685556011.0406349,131582,98.58866119384766
1685556031.1641848,131911,98.5992431640625
1685556051.8976629,132245,98.59552764892578
1685556073.0432734,132591,98.57879638671875
1685556091.3837793,132888,98.59300994873047
1685556111.887956,133229,98.5875473022461
1685556131.1920018,133543,98.60211944580078
1685556153.4769473,133912,98.5748291015625
1685556176.0844586,134288,98.56393432617188
1685556194.1033912,134583,98.58059692382812
1685556216.2072139,134951,98.5721435546875
1685556234.9808788,135251,98.58464050292969
1685556255.9533355,135600,98.57552337646484
1685556275.4519856,135922,98.57444763183594
1685556296.0298464,136258,98.57197570800781
1685556317.1942391,136611,98.55915832519531
1685556339.5856447,136984,98.52021026611328
1685556358.8783576,137295,98.54051208496094
1685556380.7670166,137661,98.51834106445312
1685556399.3211904,137964,98.5294189453125
1685556421.4813144,138333,98.51982879638672
1685556444.8482938,138708,98.50601196289062
1685556465.0116537,139034,98.4979019165039
1685556486.501708,139385,98.5050048828125
1685556512.7403705,139813,97.42849731445312
1685556535.5608978,140191,97.41019439697266
1685556554.3941646,140494,97.41155242919922
1685556574.0452223,140807,97.41236877441406
1685556595.144377,141153,97.40709686279297
1685556615.8385835,141491,97.39382934570312
1685556636.6673408,141836,97.39635467529297
1685556654.4455,142124,97.40813446044922
1685556674.4913003,142452,97.4135513305664
1685556693.3476057,142751,97.43724822998047
1685556718.6287932,143166,97.39442443847656
