-9.145417,200,10.512972
-7.573405,200,23.468094
-6.84741,200,35.417417
-7.646647,200,46.505242
-6.671,200,57.652722
-13.333081,200,68.753102
-7.07281,200,79.868504
-9.451852,200,91.814226
-7.092247,200,103.175959
-8.456891,200,114.257629
-8.12473,200,125.33457
-5.545149,200,136.379079
-7.665098,200,147.529792
-8.201086,200,158.65421
-7.047308,200,169.781841
-5.532317,200,180.815114
-8.109682,200,191.889307
-8.242598,200,202.969606
-7.471692,200,214.104778
-8.29727,200,225.345603
-8.335031,200,236.418967
-5.700231,200,247.526276
-5.515657,200,258.642542
-6.015246,200,269.780557
-6.115849,200,280.827822
-8.68881,200,291.933355
-8.176499,200,303.04847
-7.27192,200,314.307235
-7.618792,200,325.639956
-6.988707,200,340.654245
-6.352964,200,353.130503
-8.342239,200,365.056073
-8.405579,200,378.225634
-8.175258,200,390.287976
-8.058971,200,401.465509
-6.778088,200,412.912248
-6.56426,200,424.070542
-6.955039,200,435.195648
-6.283804,200,446.435433
-5.943908,200,457.641183
-8.323657,200,469.008045
-6.204283,200,480.177458
-5.839285,200,491.540703
-7.583597,200,503.258246
-7.608171,200,515.507588
-8.317705,200,527.137654
-6.937497,200,539.124497
-8.584759,200,551.738325
-7.811366,200,564.333689
-8.115965,200,576.181661
-7.180416,200,588.038068
-5.984566,200,600.134303
-6.802409,200,611.873687
-8.678187,200,624.091365
-8.161557,200,635.896591
-7.587528,200,648.617887
-6.658779,200,660.508204
-6.001114,200,672.481991
-7.839333,200,684.271832
-14.054758,200,696.05445
-12.944351,200,707.979614
-13.03905,200,720.148546
-7.645969,200,732.115737
-7.296262,200,743.951298
-14.116294,200,756.217257
-14.267288,200,768.123
-5.516709,200,780.237415
-13.7968,200,791.81495
-6.665468,200,804.389516
-7.632969,200,821.562584
-7.150801,200,834.719856
-7.551929,200,848.501076
-17.841056,200,863.79338
-8.659784,200,877.912634
-8.480504,200,893.460139
-6.154837,200,907.35155
-6.730232,200,921.372002
-13.64959,200,933.960726
-7.576627,200,947.464848
-5.454829,200,960.432256
-9.190505,200,973.538929
-6.097452,200,985.661605
-8.747656,200,998.425261
-9.483628,200,1011.728865
-15.402348,200,1024.845847
-6.461969,200,1039.793658
-5.440434,200,1052.057922
-12.103213,200,1064.213608
-4.538853,200,1075.907384
-7.468577,200,1088.837136
-7.616379,200,1102.370005
-6.843073,200,1115.344037
-13.946801,200,1128.894004
-6.34612,200,1141.394876
-7.418006,200,1153.326692
-10.240737,200,1166.594098
-13.015414,200,1178.842512
-7.275991,200,1191.167157
-7.07707,200,1203.53415
-7.007714,200,1215.767717
-7.925099,200,1228.009381
-13.995461,200,1240.630608
-7.600495,200,1252.853437
-5.723998,200,1265.189366
-6.737192,200,1277.475671
-9.436018,200,1289.790682
-8.034042,200,1305.087162
-4.938873,200,1318.313515
-7.626552,200,1331.092528
-12.193011,200,1343.50555
-5.122799,200,1355.979691
-6.216039,200,1368.041561
-7.080699,200,1380.135766
-8.074843,200,1392.295369
-13.753572,200,1404.58991
-14.468726,200,1416.751806
-6.315202,200,1429.111193
-6.375274,200,1442.895216
-7.064603,200,1455.471596
-6.061995,200,1467.968594
-6.082939,200,1480.545327
-6.766433,200,1493.024887
-6.109868,200,1505.343968
-8.246804,200,1518.94998
-10.036915,200,1532.309928
-9.797795,200,1547.899585
-9.596331,200,1561.172573
-9.653981,200,1573.943259
-10.336625,200,1586.225205
-11.081384,200,1598.541212
-10.571957,200,1610.991112
-7.468951,200,1623.223743
-9.491137,200,1635.68224
-8.900148,200,1648.085607
-12.981581,200,1666.588146
-7.693863,200,1680.193593
-10.84766,200,1693.101047
-11.005176,200,1705.352482
-12.490146,200,1717.894415
-8.516987,200,1732.147076
-9.769038,200,1745.577235
-10.798646,200,1757.936162
-12.348143,200,1770.325324
-13.097079,200,1782.162796
-8.05411,200,1794.286837
-8.147939,200,1806.614458
-6.82444,200,1818.992164
-10.578215,200,1831.525251
-10.407456,200,1843.907818
-8.601373,200,1856.135999
-12.698381,200,1868.883565
-11.123823,200,1881.128627
-10.054887,200,1893.286037
-7.175353,200,1905.615979
-8.06729,200,1917.835983
-6.989466,200,1930.015986
-8.922229,200,1942.539412
-8.735013,200,1954.756611
-9.15559,200,1967.288994
-9.546308,200,1979.631444
-10.612097,200,1992.26202
-12.608658,200,2005.035614
-12.26675,200,2017.929724
-13.130067,200,2030.054625
-11.825984,200,2042.449248
-13.732776,200,2055.021344
-10.842512,200,2067.656025
-11.611372,200,2080.693787
-11.927509,200,2092.997364
-10.349937,200,2105.342184
-10.160658,200,2117.567994
-14.638218,200,2129.942935
-10.714601,200,2142.188931
-12.536777,200,2154.554954
-9.397241,200,2166.848005
-13.190529,200,2179.334504
-12.231025,200,2191.799122
-11.83828,200,2204.12106
-10.368458,200,2216.364711
-13.042757,200,2228.76533
-13.200986,200,2241.366009
-11.667933,200,2253.871922
-12.614389,200,2266.316761
-11.065905,200,2278.400847
-11.025769,200,2290.630121
-10.826374,200,2302.733049
-9.847202,200,2315.224581
-10.183184,200,2327.555183
-11.849204,200,2339.869479
-10.801784,200,2352.09103
-10.329427,200,2364.199226
-12.039617,200,2376.614384
-11.44225,200,2389.047856
-11.421029,200,2401.343966
-9.117115,200,2413.661751
-11.910458,200,2426.189692
-9.584977,200,2438.490836
-8.024784,200,2450.874723
-11.616345,200,2463.02034
-9.303232,200,2475.48959
-10.394661,200,2487.709349
-10.782686,200,2499.864524
-6.695042,200,2512.232126
-6.302629,200,2524.450967
-8.089946,200,2536.979908
97.946655,57,2542.415417
-9.958056,200,2553.19852
-9.50711,200,2565.466812
-8.916637,200,2577.7331
-7.112599,200,2589.985697
-8.016944,200,2602.15605
-12.20276,200,2614.422535
-11.001724,200,2626.791379
-7.984686,200,2639.242905
-10.615185,200,2651.584231
-11.917217,200,2664.193635
-10.692795,200,2676.654021
-7.071537,200,2689.058179
-8.624717,200,2701.594333
-6.686504,200,2714.200235
-7.551687,200,2726.786882
-7.75728,200,2739.362094
-11.386222,200,2751.992839
-6.270429,200,2764.17707
-12.393951,200,2776.45374
-7.005444,200,2788.811967
-6.883907,200,2801.176601
-6.94682,200,2813.786357
-9.013774,200,2826.056186
-7.245122,200,2838.2007
-9.49244,200,2850.512774
-6.040635,200,2862.8168
-12.863403,200,2874.906638
-13.249215,200,2887.178215
-6.848968,200,2899.372228
-9.712594,200,2911.962996
-13.196454,200,2924.225905
-7.142462,200,2936.616874
-11.929762,200,2948.840441
-6.999264,200,2961.01403
-9.646262,200,2973.564156
